name,roaster,roast,origin,rating,review
Guatemala San Cristobal,Foggy Hills Coffee Company,Medium-Light,Cobán,91,"A crisp, sweetly herbaceous and citrusy Guatemala cup with warming spice tones throughout."
Peru Paltachayoc,SkyTop Coffee,Medium,La Convención Province,91,"A gently roasty cup redolent of chocolate and deep, spice-toned florals."
Ethiopia Sidama Naia Bomb Natural Vertical Reserve,Coffeebar,Medium-Light,Oromia State,93,"A natural-processed Ethiopia ideal for those who enjoy a restrained hint of fruit ferment, in this case suggesting a just-emptied wine barrel in a cool cellar."
Ethiopia Guji Uraga,Pedestrian Coffee,Medium-Light,Southern Ethiopia,93,A washed-process Ethiopia cup with leading notes of stone fruit and spicy florals and an especially inviting texture.
Kenya Gakundu FCS Kamviu Wet Mill,Stereo Coffee Roasters,Medium-Light,Eastern Province,94,"A savory-leaning yet deeply sweet Kenya coffee with the distinct red and black currant notes characteristic of the origin, bittersweet florals and a lively citrus."
TMC SB Blend Espresso,Tehmag Foods Corporation,Medium-Dark,Guatemala,92,"A nut- and chocolate-toned espresso blend, quite dark-roasted, that displays particularly nicely in cappuccino-scaled milk."
Nayo Ovalle Guatemala,Coava Coffee Roasters,Light,Huehuetenango,92,"A balanced, sweetly nut-driven cup with pretty notes of baker’s chocolate and hints of oak forest that linger into the finish."
Gesha Village Lot #85 Natural,JBC Coffee Roasters,Medium-Light,Southern Ethiopia,95,"An exquisitely clean natural-processed Gesha cup from Ethiopia, elegantly structured and confidently aromatic."
Ethiopia Natural Yirgacheffe Banko Gotiti,Kakalove Cafe,Medium-Light,Yirgacheffe Growing Region,94,"An enticing natural-processed Ethiopia with big fruit notes supported by deep chocolate, rich aromatic wood and impressive spice-toned florals."
Guatemala Washed Finca El General Pache M-Plus Espresso,Kakalove Cafe,Medium,Guatemala,93,"A rich-toned, floral-driven espresso, particularly expressive in cappuccino-scaled milk."
Guatemala Washed Finca El General Pache,Kakalove Cafe,Medium-Light,Guatemala,92,"A friendly, accessible Guatemala cup: crispy sweet with nut and chocolate throughlines."
Guatemala Washed Finca El General Lot Summer End Espresso,Kakalove Cafe,Medium,Central Guatemala,92,"An accessible espresso, medium-roasted and balanced, with pleasing chocolate, fruit and floral notes in both straight shot and milk."
Colombia La Esperanza Natural XO,Durango Coffee Company,Medium,Colombia,92,A clean natural-processed Colombia cup from an unusual variety of Arabica — fruit-driven and chocolaty.
Indonesia Sumatra Gayo Espresso,Simon Hsieh's Aroma Roast Coffees,Dark,Aceh Province,94,"Roast-prominent yet thoroughly integrated, this espresso offers a compelling sweet-savory depth for those who enjoy the style."
Ethiopia Limu Nano Challa Lot #10,Branch Street Coffee Roasters,Medium-Light,Oromia State,94,"A classic washed Ethiopia cup: high-toned, rich and juicy, with notes of stone fruit and flowers throughout."
Geisha XO,Bird Rock Coffee Roasters,Medium,Colombia,96,A cleanly and thoroughly berry-toned natural-processed Geisha with big chocolate notes throughout and satisfying savory underpinnings.
Colombia Finca La Maria Geisha Natural,Klatch Coffee,Medium-Light,Cundinamarca,96,"An unabashedly fruit-centered natural-processed Geisha with big florals to match the fruit and compelling, subtle spice undertones."
Cordillera del Fuego Costa Rica Anaerobic,Collage Coffee,Medium-Light,Costa Rica,93,"An anaerobic-processed coffee whose startling originality leans toward musk, chocolate and cinnamon."
Ethiopia Anaerobic,Dory Coffee Roasters,Medium-Light,Ethiopia,93,Drink it for its original yet subtly expressed embodiment of the peculiarly intriguingly sweet-tart genius of anaerobic or lactic acid fermentation.
Costa Rica Anaerobic,Manzanita Roasting Company,Light,Costa Rica,93,"The complex, sweet-spicy character of Mexican chocolate dominates in this shifting, surprising, but ultimately balanced cup."
Colombia Finca El Paraiso Double Anaerobic Geisha,Lucky Cafe,Medium-Light,Colombia,92,The startling aromatic surprises of the Geisha variety are overlaid and intensified by the less familiar surprises of an experimental lactic-acid-inducing fermentation step. For those who pursue the rare and remarkable in beverages.
Ethiopia Yirgacheffe Adorsi,Small Eyes Cafe,Medium-Light,Southern Ethiopia,92,"Drink it for its originality and paradox: Sweet, musky and perfumy yet crisp and bracingly brisk."
Ethiopia Sidama Naia Bombe Dry Ferment Vertical Reserve,Coffeebar,Medium-Light,Oromia State,93,"A processing variation (fermentation without added water) perhaps contributes to the deep, savory-sweet floral-toned intrigue of this fine washed-process Ethiopia."
Colombia Monteblanco Gesha Cold Fermentation,Old Soul Co.,Medium,Huila Department,93,"Deeply sweet in structure with savory undertones and intriguing, original aromatics centered on brisk, bittersweet flowers."
Costa Rica Brunca Finca Vista Passion Honey,94 Fresh Coffee,Medium,Costa Rica,93,A sweet but brisk cup saturated by a seductive sweet chocolate and a lively lime-like citrus.
Estate Grade House Blend Espresso,Hsus Cafe,Medium,South America,93,"A bold, chocolaty espresso with a floral throughline that is especially rich-toned in cappucino-scaled milk."
Chania Kenya,Lexington Coffee Roasters,Medium-Light,Central Highlands,93,"Drink it if you like a nuanced but bright, sweet-tart cup in the traditional style."
Kenya Kibirigwi Thunguri,Temple Coffee Roasters,Medium-Light,South-Central Kenya,93,"A big, juicy, and crisply sweet Kenya cup, with compelling savory undertones and a cocoa throughline."
Washed Kenya,Green Stone Coffee,Medium,South-Central Kenya,95,"A powerful and engaging cup, paradoxical in its combination of roasty-savory depth and tart, floral-toned intensity."
Coffea Diversa Bourbon Rey Jamaica,Paradise Roasters,Medium-Light,Muranga County,93,A multi-layered Jamaica coffee with distinct chocolate and spicy floral tones and a throughline of dried fruit reminiscent of fig.
Coffea Diversa Bourbon Rey Guatemala,Paradise Roasters,Medium-Light,Jamaica,93,"An elegant, inviting Guatemala cup with a particularly impressive structure, balanced yet buoyant and lively."
Colombia Huila,Baba Java Coffee,Light,Colombia,91,"An intensely bright coffee with attractive, savory-leaning undertones."
Panama Hacienda La Esmeralda Super Mario Geisha,Campos Coffee,Medium-Light,Western Panama,96,"A levitatingly sweet and juicy coffee, an extravaganza of fruit and flowers with deep chocolate throughout — pure, yet lavish."
Tablon La Cima,Cafe Grumpy,Medium-Light,El Salvador,91,"A friendly, accessible cocoa- and nut-toned El Salvador cup."
Nicaragua Finca Idealista,South Slope Coffee Roasters,Medium-Light,Nicaragua,92,"A high-toned Nicaragua cup showing a range of stone fruit, cocoa, and sweet nut in harmonious balance."
Ethiopia Guji Gerbicho Natural,Souvenir Coffee,Medium-Light,Southern Ethiopia,92,A fruit-forward natural processed Ethiopia cup with ballast from rich cocoa and floral suggestions throughout the profile.
Panama Elida Natural Catuai,Klatch Coffee,Medium-Light,Panama,95,"An explosively sweet, fruit-forward natural-processed coffee produced by the same farm that gave us the latest price-record-breaking, most sought-after Geisha in the world. Consider this coffee a worthy and affordable cousin."
Cate Natural G5,Small Eyes Cafe,Medium-Light,Southern Ethiopia,95,An exceptionally balanced and cleanly fruit-toned natural-processed Ethiopia with distinct berry and chocolate tones and a particularly syrupy mouthfeel.
Ethiopia Yirgacheffe GR1 Bedhatu Jibicho Washed,Klatch Coffee,Medium-Light,Southern Ethiopia,93,"A balanced, crisply herb-toned washed Yirgacheffe cup deepened by sweet stonefruit notes."
Kenya Nyeri Othaya Gura AA,Klatch Coffee,Medium-Light,South-Central Kenya,93,"A balanced, cocoa-driven Kenya cup with classic currant notes and rich florals throughout."
Signature Blend,Q Burger,Medium,Sumatra,91,"A straightforward, accessible blend that mirrors the fast-casual restaurant setting in which it’s served."
Ethiopia Konga Natural,Blues Brew Coffee,Medium-Light,Southern Ethiopia,93,A rich-toned Yirgacheffe whose processing method (natural) highlights the cup’s fruit-forward qualities.
Kenya Ndaroini,Temple Coffee Roasters,Medium,South-Central Kenya,93,"A medium-roasted Kenya that highlights the coffee’s chocolate tendencies, with lively, high-toned acidity."
Harimau Tiger Sumatra,JBC Coffee Roasters,Medium-Light,Northern Sumatra,96,"An alluring Sumatra cup, both classic and innovative: sweetly earth-framed (classic) but profoundly high-toned (innovative) with nuanced complexity."
Gachami Kenya,JBC Coffee Roasters,Medium-Light,South-Central Kenya,94,"A classic Kenya cup with bright, juicy fruit and lively sweet-tart acidity."
Twisted V.5,JBC Coffee Roasters,Medium,Central America,93,A bright and vibrantly rich contemporary-style espresso with an appealing depth of character.
Finca Santa Isabel Guatemala,JBC Coffee Roasters,Medium-Light,Guatemala,90,"A straightforward, deeply sweet, cocoa-laden Guatemala cup."
Ethiopia Natural “Phoenix”,Simon Hsieh’s Aroma Roast Coffees,Medium,Santa Rosa Growing Region,95,"A bright, cleanly fruit-toned Ethiopia espresso with big florals balanced by spice suggestions; especially pretty mouthfeel."
Costa Rica SL-28 Yellow Honey Espresso,Simon Hsieh’s Aroma Roast Coffees,Medium-Dark,Costa Rica,95,"The intense roast character will please some and turn off others, but regardless, a thoroughly engaging, complex cup with great levity and sweetness."
Burundi Washed “Crystal”,Simon Hsieh’s Aroma Roast Coffees,Medium-Dark,Katanga,93,"A pleasingly tart, invigorating espresso with attractive floral and dry chocolate notes, perhaps best enjoyed as a straight shot or short Americano. "
Ethiopia Natural Gedeb Violent Andromeda,Simon Hsieh’s Aroma Roast Coffees,Medium-Dark,Gedeo Zone,93,"Very sweet and chocolaty, with pungent florals; especially attractive in cappuccino-scaled milk."
Espresso Blend Classic No. 1,Evie's Cafe,Medium,El Salvador,93,A fine Indonesia/El Salvador espresso blend that is both chocolate-driven and exceptionally floral.
Ethiopia Hambela Natural,4 Plus Coffee,Medium-Light,Southern Ethiopia,91,"A friendly, accessible Ethiopia cup animated by pleasing berry and spicy floral notes."
Panama Perci Geisha Natural,Willoughby's Coffee & Tea,Medium-Light,Panama,96,"A lush, juicy, tropical natural-processed profile overlaid on a deep, spicy/savory profile with something else as well, an edge we might associate with fermented foods like yogurt or pickles. Clearly for coffee adventurers. "
Cordillera del Fuego Costa Rica Anaerobic,Black & White Coffee Roasters,Medium-Light,Costa Rica,93,"A high-toned, cleanly fruit-forward Costa Rica cup with deeply rich savory underpinnings."
Kenya Kiandu Peaberry,Quartet Kaffe,Medium-Light,South-Central Kenya,95,"A beautifully balanced, classically sweet-savory Kenya cup with great depth and sweet, musky resonance."
Ethiopia Idido Wegida,Amavida Coffee Roasters,Medium-Light,Southern Ethiopia,93,"A deeply sweet washed-process Ethiopia cup, spice-toned with elegant suggestions of dried stone fruit."
Kenya Kirinyaga,Big Shoulders Coffee,Medium-Light,South-Central Kenya,93,"A balanced, sweet-savory Kenya cup with classic currant notes and a rich bittersweet undercurrent suggesting hop flowers throughout."
Ethiopia Herfusa Single Variety Natural,Quartet Kaffe,Medium-Light,Southern Ethiopia,93,"A cleanly fruit-driven natural-processed Yirgacheffe cup, berry- and nut-toned with sweet florals throughout."
Mbeguka Kenya,Amavida Coffee Roasters,Medium-Light,Embu County,93,"A deeply sweet Kenya with classic red berry notes, bittersweet florals, and minty herb notes."
Guatemala La Folie,Big Shoulders Coffee,Medium-Light,Guatemala,92,"A friendly, accessible Guatemala cup that leads with pleasing nut tones supported by spice-toned fruit. Gentle though expressive acidity."
Ethiopia Yirgacheffe Washed,MK Coffee Roasters,Medium,Southern Ethiopia,91,"A delicate, accessible, pretty Ethiopia cup with attractive citrus and chocolate notes."
Costa Rica Farmer’s Project,Big Shoulders Coffee,Medium-Light,Yirgacheffe Growing Region,90,"An appealing blend of Costa Rica coffees that supports a local farmer’s collective: crisp, sweet and balanced."
Organic Unicorn Espresso Blend,Wheelys Cafe Taiwan,Medium-Dark,Ethiopia,90,"A straightforward espresso blend, adeptly dark-roasted to highlight deep florals and rich chocolate."
Guatemala Concepción Buena Vista,Klatch Coffee,Medium-Light,Guatemala,90,"A friendly, accessible Central America cup, crisply sweet with notes of stone fruit, cocoa and hazelnut."
Ethiopia Yirgacheffe Aricha G1,Chez Cafe,Medium-Light,Southern Ethiopia,93,"A classic washed Yirgacheffe cup: bright and lively with juicy, vibrant acidity."
El Salvador Las Mercedes Pacamara Honey,Klatch Coffee,Light,El Salvador,93,"A deeply sweet Pacamara cup with savory undertones throughout, reminiscent of fine musk and marjoram-like sweet herbs."
Sumatra Raja Harimau Lintong Espresso,Kakalove Cafe,Medium,Northern Sumatra,96,"An intense and gratifying Sumatran coffee, offering the qualities that make Sumatra an exciting origin for many coffee lovers (earth/tobacco, cocoa, sweetness, citrus) without the overly pungent earthy characteristics that often shadow this origin. For those who appreciate the type, this coffee is superb and rewarding."
