Store Name,City,State/Province,Country,Phone Number,Timezone,Longitude,Latitude
Sherway Gardens Indigo,Toronto,ON,CA,4166261995,GMT-05:00 America/Toronto,-79.56,43.61
Bayview Village/Chapters,Toronto,ON,CA,(416) 512-2173,GMT-05:00 America/Toronto,-79.38,43.77
17B Leslie Street,Toronto,ON,CA,6473889726,GMT-05:00 America/Toronto,-79.33,43.66
Indigo Toronto Eaton Centre,Toronto,ON,CA,416-205-9229,GMT-05:00 America/Toronto,-79.38,43.65
Six Points Plaza-5230 Dundas St W,Toronto,ON,CA,416-233-0440,GMT-05:00 America/Toronto,-79.54,43.64
Wellington & York TD PATH Foodcourt,Toronto,ON,CA,(416) 304-0391,GMT-05:00 America/Toronto,-79.38,43.65
Lake Shore & long Branch Ave,Toronto,ON,CA,(416) 252-2825,GMT-05:00 America/Toronto,-79.53,43.59
525 University Avenue,Toronto,ON,CA,4164081999,GMT-05:00 America/Toronto,-79.39,43.66
Front Street & University Ave,Toronto,ON,CA,416 361 9705,GMT-05:00 America/Toronto,-79.38,43.65
Spadina & Queens Quay,Toronto,ON,CA,(416) 593-4866,GMT-05:00 America/Toronto,-79.39,43.64
2210 Bloor St. W.,Toronto,ON,CA,(416) 769-7788,GMT-05:00 America/Toronto,-79.48,43.65
2293 Yonge Street,Toronto,ON,CA,(416) 481-2166,GMT-05:00 America/Toronto,-79.4,43.71
Wellington & Simcoe - RBC,Toronto,ON,CA,416 598-0243,GMT-05:00 America/Toronto,-79.39,43.65
Yonge & Erskine,Toronto,ON,CA,416-932-0865,GMT-05:00 America/Toronto,-79.4,43.71
MARS - University & College,Toronto,ON,CA,(416) 599-8533,GMT-05:00 America/Toronto,-79.39,43.66
North York Regional Hospital - Toro,Toronto,ON,CA,416-756-6000,GMT-05:00 America/Toronto,-79.36,43.77
494 Bloor Street West,Toronto,ON,CA,416-535-9984,GMT-05:00 America/Toronto,-79.41,43.67
604 Danforth,Toronto,ON,CA,(416) 406-1044,GMT-05:00 America/Toronto,-79.35,43.68
Yonge @ Rose Hill,Toronto,ON,CA,(416) 920-5955,GMT-05:00 America/Toronto,-79.39,43.69
Hospital for Sick Children,Toronto,ON,CA,(416) 977-0855,GMT-05:00 America/Toronto,-79.39,43.66
Yonge & Lawrence,Toronto,ON,CA,(416) 486-0220,GMT-05:00 America/Toronto,-79.4,43.72
Yonge & Eglinton Indigo,Toronto,ON,CA,416-487-2330,GMT-05:00 America/Toronto,-79.4,43.71
201 Main Street,Unionville,ON,CA,(905) 944-0703,GMT-05:00 America/Toronto,-79.31,43.87
3737 Major Mackenzie Dr,Vaughan,ON,CA,905-303-7097,GMT-05:00 America/Toronto,-79.56,43.84
"8010 Bathurst St, Bldg C, Unit 6",Vaughan,ON,CA,905-731-3131,GMT-05:00 America/Toronto,-79.45,43.82
Teavana - Vaughan Mills,Vaughan,ON,CA,905-660-0663,GMT-05:00 America/Toronto,-79.53,43.82
1420 Major Mackenzie Dr,Vaughan,ON,CA,905-303-6657,GMT-05:00 America/Toronto,-79.49,43.86
3175 Rutherford Rd,Vaughan,ON,CA,905-669-1460,GMT-05:00 America/Toronto,-79.54,43.83
20 Innovation Dr,Vaughan,ON,CA,905-851-5035,GMT-05:00 America/Toronto,-79.63,43.79
7077 Bathurst St,Vaughan,ON,CA,905-764-2332,GMT-05:00 America/Toronto,-79.45,43.79
Vaughan Mills - East (Entry 4),Vaughan,ON,CA,9057617920,GMT-05:00 America/Toronto,-79.54,43.83
1101 Rutherford Rd,Vaughan,ON,CA,905-709-9854,GMT-05:00 America/Toronto,-79.47,43.84
10 Disera Dr,Vaughan,ON,CA,(905)764-9723,GMT-05:00 America/Toronto,-79.45,43.81
"6 Clappison Ave, Unit 1",Waterdown,ON,CA,905-690-9156,GMT-05:00 America/Toronto,-79.91,43.32
95 King St S,Waterloo,ON,CA,519-886-2604,GMT-05:00 America/Toronto,-80.52,43.46
Teavana - Conestoga Mall,Waterloo,ON,CA,519-772-0472,GMT-05:00 America/Toronto,-80.53,43.5
450 Columbia St W,Waterloo,ON,CA,519-746-5039,GMT-05:00 America/Toronto,-80.57,43.47
247 King St N,Waterloo,ON,CA,519-886-0101,GMT-05:00 America/Toronto,-80.53,43.48
650 Erb St W,Waterloo,ON,CA,5198865237,GMT-05:00 America/Toronto,-80.57,43.45
428 King St N,Waterloo,ON,CA,(519) 885-2727,GMT-05:00 America/Toronto,-80.53,43.49
Wilfrid Laurier University,Waterloo,ON,CA,519-884-0710,GMT-05:00 America/Toronto,-80.53,43.48
University of Waterloo - STC,Waterloo,ON,CA,15198884567,GMT-05:00 America/Toronto,-80.54,43.47
Waterloo Applied Sciences,Waterloo,ON,CA,15198884567,GMT-05:00 America/Toronto,-80.54,43.47
660 Taunton Rd E,Whitby,ON,CA,905-655-0065,GMT-05:00 America/Toronto,-78.93,43.92
25 Consumers Dr,Whitby,ON,CA,905-668-0638,GMT-05:00 America/Toronto,-78.91,43.87
3940 Brock St N,Whitby,ON,CA,905 665-9656,GMT-05:00 America/Toronto,-78.96,43.91
80 Thickson Rd S,Whitby,ON,CA,(905) 668-9346,GMT-05:00 America/Toronto,-78.91,43.88
1690 Huron Church Rd,Windsor,ON,CA,519-258-9658,GMT-05:00 America/New_York,-83.06,42.29
6638 Tecumseh Rd E,Windsor,ON,CA,519-945-1785,GMT-05:00 America/New_York,-82.95,42.31
301 Ouelette Ave,Windsor,ON,CA,519-253-8585,GMT-05:00 America/New_York,-83.04,42.32
3920 Dougall Ave,Windsor,ON,CA,519-250-1101,GMT-05:00 America/Toronto,-83,42.26
4450 Walker Rd,Windsor,ON,CA,519-250-0122,GMT-05:00 America/Toronto,-82.96,42.26
3100 Howard Ave,Windsor,ON,CA,(519) 969-2772,GMT-05:00 America/New_York,-83,42.27
Teavana - Devonshire,Windsor,ON,CA,519-946-0100,GMT-05:00 America/New_York,-83,42.27
Longos - Weston,Woodbridge,ON,CA,,GMT-05:00 America/Toronto,-79.56,43.83
3883 Rutherford Rd,Woodbridge,ON,CA,905-850-7373,GMT-05:00 America/Toronto,-79.56,43.83
Longos Rutherford and Clarence,Woodbridge,ON,CA,9058507013,GMT-05:00 America/Toronto,-79.61,43.82
3900 Hwy 7,Woodbridge,ON,CA,(905) 264-2298,GMT-05:00 America/Toronto,-79.55,43.79
Woodstock Travel Plaza-Food Court,Woodstock,ON,CA,519-423-6300,GMT-05:00 America/Toronto,-80.75,43.13
University & Buchanan Ave.,Charlottetown,PE,CA,902-892-1847,GMT-04:00 America/Halifax,-63.15,46.26
65 Queen Street,Charlottetown,PE,CA,(902)892-8969,GMT-04:00 America/Halifax,-63.13,46.23
Galeries d'Anjou,Anjou,QC,CA,514-354-7834,GMT-05:00 America/Montreal,-73.56,45.6
De Mortagne & Highway 20,Boucherville,QC,CA,450-449-6882,GMT-05:00 America/Montreal,-73.45,45.58
Mail Champlain,Brossard,QC,CA,(450) 465-0699,GMT-05:00 America/Montreal,-73.47,45.47
Route 132 & Jogues,Delson,QC,CA,450 635 7109,GMT-05:00 America/Montreal,-73.55,45.39
St-Jean & De Salaberry,Dollard-des-ormeaux,QC,CA,514-626-3223,GMT-05:00 America/Montreal,-73.84,45.47
"YUL Mont Drvl Intl Depart, Gate 16",Dorval,QC,CA,514-633-9972,GMT-05:00 America/Montreal,-73.75,45.46
YUL Starbucks Gate 84,Dorval,QC,CA,5146339972,GMT-05:00 America/Montreal,-73.75,45.46
YUL New International Jetty Site,Dorval,QC,CA,,GMT-05:00 America/Montreal,-73.75,45.46
Hwy 50 & St-Louis,Gatineau,QC,CA,819-561-1271,GMT-05:00 America/Toronto,-75.72,45.46
Place du Centre,Gatineau,QC,CA,8197724014,GMT-05:00 America/Toronto,-75.71,45.43
495 Chemin Vanier,Gatineau,QC,CA,8193250089,GMT-05:00 America/Toronto,-75.81,45.42
Les Promenades Gatineau,Gatineau,QC,CA,8192469648,GMT-05:00 America/Toronto,-75.7,45.48
Teavana - Les Galeries De Hull,Hull,QC,CA,819-778-6145,GMT-05:00 America/Toronto,-75.73,45.44
Carrefour Don Quichotte,ILE PERROT,QC,CA,514-453-3727,GMT-05:00 America/Montreal,-73.96,45.39
St-Charles & Hymus,Kirkland,QC,CA,514-695-1674,GMT-05:00 America/Montreal,-73.85,45.45
Newman & Shevchenko,Lasalle,QC,CA,514-654-6255,GMT-05:00 America/Montreal,-73.63,45.43
Teavana - Carrefour Angrignon,Lasalle,QC,CA,514-368-2798,GMT-05:00 America/Montreal,-73.61,45.45
Teavana - Carrefour Laval,Laval,QC,CA,450 687 6720,GMT-05:00 America/Montreal,-73.75,45.57
Des Laurentides Blvd & Bellerose E,Laval,QC,CA,4389232192,GMT-05:00 America/Montreal,-73.74,45.61
Laval Indigo,Laval,QC,CA,450-687-0080,GMT-05:00 America/Montreal,-73.72,45.56
Les Galeries Chagnon,Levis,QC,CA,418-837-7839,GMT-05:00 America/Montreal,-71.17,46.8
Montee Masson & Bourque,Mascouche,QC,CA,450-474-0358,GMT-05:00 America/Montreal,-73.61,45.73
Route 117 & Latreille,Mont Tremblant,QC,CA,819-425-9918,GMT-05:00 America/Montreal,-74.58,46.12
Tours Des Voyageurs,Mont-Tremblant,QC,CA,,GMT-05:00 America/Montreal,-74,46.21
Jean-Talon & Casgrain,Montreal,QC,CA,4389928417,GMT-05:00 America/Montreal,-73.62,45.54
Place Montréal Trust,Montreal,QC,CA,5149051328,GMT-05:00 America/Montreal,-73.57,45.5
University & De Maisonneuve,Montreal,QC,CA,5146780407,GMT-05:00 America/Montreal,-73.57,45.5
Queen Mary & Earnscliffe,Montreal,QC,CA,514-486-0347,GMT-05:00 America/Montreal,-73.63,45.48
St-Denis & Ontario,Montreal,QC,CA,,GMT-05:00 America/Montreal,-73.57,45.52
Carrefour Laval,Montreal,QC,CA,5144665351,GMT-05:00 America/Montreal,-73.75,45.57
St Laurent & Prince Arthur,Montreal,QC,CA,514-840-0409,GMT-05:00 America/Montreal,-73.57,45.51
Cote-des-Neiges & Edouard-Montpetit,Montreal,QC,CA,514-739-5974,GMT-05:00 America/Montreal,-73.62,45.5
Van Horne & Wiseman,Montreal,QC,CA,4184568425,GMT-05:00 America/Montreal,-73.62,45.52
Taschereau & Regent,Montreal,QC,CA,450-671-4940,GMT-05:00 America/Montreal,-73.47,45.49
Centre Rockland,Montreal,QC,CA,514-303-9136,GMT-05:00 America/Montreal,-73.65,45.53
St-Martin & Tessier,Montreal,QC,CA,450-575-3668,GMT-05:00 America/Montreal,-73.73,45.57
Rene-Levesque & St-Alexandre,Montreal,QC,CA,514-866-1971,GMT-05:00 America/Montreal,-73.57,45.5
Park & Laurier,Montreal,QC,CA,514-907-7827,GMT-05:00 America/Montreal,-73.6,45.52
World Trade Centre Montreal,Montreal,QC,CA,514-286-0154,GMT-05:00 America/Montreal,-73.56,45.5
St-Denis & Rachel,Montreal,QC,CA,5149855145,GMT-05:00 America/Montreal,-73.58,45.52
Quartier Dix30,Montreal,QC,CA,450-676-9888,GMT-05:00 America/Montreal,-73.44,45.44
Notre Dame & St-Laurent,Montreal,QC,CA,514-759-0862,GMT-05:00 America/Montreal,-73.56,45.51
De La Montagne & De Maisonneuve,Montreal,QC,CA,5148495544,GMT-05:00 America/Montreal,-73.58,45.5
Teavana - Rockland Centre,Montreal,QC,CA,514-341-3281,GMT-05:00 America/Montreal,-73.65,45.53
Jeanne Mance & Ste-Catherine,Montreal,QC,CA,514-759-8963,GMT-05:00 America/Montreal,-73.57,45.51
Langelier & Belanger,Montreal,QC,CA,5142566549,GMT-05:00 America/Montreal,-73.57,45.59
Marriott Chateau Champlain Sodexho,Montreal,QC,CA,,GMT-05:00 America/Montreal,-73.57,45.5
1001 University,Montreal,QC,CA,5148719040,GMT-05:00 America/Montreal,-73.56,45.5
Les Cours Mont-Royal,Montreal,QC,CA,514-904-0572,GMT-05:00 America/Montreal,-73.57,45.5
Ste-Catherine & Place Phillips,Montreal,QC,CA,5148669726,GMT-05:00 America/Montreal,-73.57,45.5
YUL Reserve International,Montreal,QC,CA,5146339972,GMT-05:00 America/Montreal,-73.75,45.46
Mont Royal & Resther,Montreal,QC,CA,5145962781,GMT-05:00 America/Montreal,-73.58,45.53
University & De La Gauchetiere,Montreal,QC,CA,5148718375,GMT-05:00 America/Montreal,-73.57,45.5
McGill & NotreDame,Montreal,QC,CA,514-871-8875,GMT-05:00 America/Montreal,-73.56,45.5
Sources & De Salaberry,Montreal,QC,CA,514-684-1332,GMT-05:00 America/Montreal,-73.8,45.49
Ste-Catherine & Lambert-Closse,Montreal,QC,CA,514-932-9825,GMT-05:00 America/Montreal,-73.58,45.49
Hotel Le Crystal,Montreal,QC,CA,514-380-3444,GMT-05:00 America/Montreal,-73.57,45.5
Concordia University Bookstore,Montreal,QC,CA,514.594.3667,GMT-05:00 America/Montreal,-73.58,45.5
Crescent & Ste-Catherine,Montreal,QC,CA,514-904-2078,GMT-05:00 America/Montreal,-73.58,45.5
Peel & Ste-Catherine,Montreal,QC,CA,514-849-4877,GMT-05:00 America/Montreal,-73.57,45.5
Monkland & Old Orchard,Montreal,QC,CA,514-904-2233,GMT-05:00 America/Montreal,-73.62,45.48
Teavana - Place Montreal Trust,Montreal,QC,CA,514-285-0564,GMT-05:00 America/Montreal,-73.57,45.5
600 Avenue du President Kennedy,Montreal,QC,CA,514-289-7346,GMT-05:00 America/Montreal,-73.57,45.51
Le Faubourg Ste-Catherine,Montreal,QC,CA,514-904-2727,GMT-05:00 America/Montreal,-73.58,45.49
Parc & Milton.,Montreal,QC,CA,514-281-8397,GMT-05:00 America/Montreal,-73.57,45.51
Place Alexis-Nihon,Montreal,QC,CA,5149045294,GMT-05:00 America/Montreal,-73.59,45.49
Guy & De Maisonneuve,Montreal,QC,CA,514-678-3223,GMT-05:00 America/Montreal,-73.58,45.5
"YUL Domestic Terminal, Gate 1",Montreal,QC,CA,,GMT-05:00 America/Montreal,-73.75,45.46
Sherbrooke & Claremont,Montreal,QC,CA,514-904-0178,GMT-05:00 America/Montreal,-73.61,45.48
Indigo Brossard,Montreal,QC,CA,450-445-5856,GMT-05:00 America/Montreal,-73.44,45.44
Ste-Catherine E. & De La Visitation,Montreal,QC,CA,514-904-5411,GMT-05:00 America/Montreal,-73.56,45.52
Avenue des Canadiens & Drummond,Montreal,QC,CA,5144972611,GMT-05:00 America/Montreal,-73.57,45.5
Eaton Center - McGill Station,Montreal,QC,CA,5142899192,GMT-05:00 America/Montreal,-73.57,45.5
Teavana - Place Alexis Nihon,Montreal,QC,CA,514-931-9775,GMT-05:00 America/Montreal,-73.59,45.49
Notre Dame & Vinet,Montreal,QC,CA,514 935 3609,GMT-05:00 America/Montreal,-73.57,45.48
Peel & Wellington,Montreal,QC,CA,514-934-4862,GMT-05:00 America/Montreal,-73.56,45.49
Place Ville Marie,Montreal,QC,CA,514-509-9126,GMT-05:00 America/Montreal,-73.57,45.5
McGill University,Montreal,QC,CA,438-933-9914,GMT-05:00 America/Montreal,-73.57,45.51
100 St Antoine Ouest,Montreal,QC,CA,514-284-2226,GMT-05:00 America/Montreal,-73.56,45.51
Place Bonaventure,Montreal,QC,CA,514-871-2826,GMT-05:00 America/Montreal,-73.57,45.5
Cremazie & Casgrain,Montreal,QC,CA,5147588096,GMT-05:00 America/Montreal,-73.64,45.54
St-Lambert & Victoria,Montreal,QC,CA,450-550-4426,GMT-05:00 America/Montreal,-73.51,45.5
Montreal Eaton Centre,Montreal,QC,CA,514-656-7902,GMT-05:00 America/Montreal,-73.57,45.5
Complexe Pointe Claire,Point Claire,QC,CA,514-428-5500,GMT-05:00 America/Montreal,-73.82,45.47
Fairview Pointe Claire,Pointe Claire,QC,CA,514-695-5112,GMT-05:00 America/Montreal,-73.83,45.46
Clemenceau & St-David,Quebec,QC,CA,418-663-2122,GMT-05:00 America/Montreal,-71.21,46.86
Chauveau & L'Ormiere,Quebec,QC,CA,418-847-6352,GMT-05:00 America/Montreal,-71.35,46.83
Place Laurier,Quebec,QC,CA,418.6592271,GMT-05:00 America/Montreal,-71.28,46.77
Ste-Foy & Neree-Tremblay,Quebec,QC,CA,418-650-9086,GMT-05:00 America/Montreal,-71.28,46.79
395 Charest Est,Quebec,QC,CA,418-523-3677,GMT-05:00 America/Montreal,-71.22,46.81
Cartier & Rene-Levesque,Quebec,QC,CA,418-524-2018,GMT-05:00 America/Montreal,-71.23,46.8
Place Ste-Foy,Quebec,QC,CA,418-651-1834,GMT-05:00 America/Montreal,-71.28,46.77
Germain des Pres & Laurier,Quebec,QC,CA,418-650-9444,GMT-05:00 America/Montreal,-71.29,46.77
684 Grande Allee Est,Quebec,QC,CA,418-522-4646,GMT-05:00 America/Montreal,-71.22,46.81
Lebourgneuf & Le Mesnil,Quebec,QC,CA,4186275316,GMT-05:00 America/Montreal,-71.3,46.84
Fairmont Le Chateau Frontenac,Quebec City,QC,CA,418-691-2189,GMT-05:00 America/Montreal,-71.21,46.81
Les Galeries de la Capitale,Quebec City,QC,CA,4185587851,GMT-05:00 America/Montreal,-71.3,46.83
Cure-Labelle & Cloutier,Rosemere,QC,CA,4504200096,GMT-05:00 America/Montreal,-73.8,45.62
Promenades St-Bruno,SAINT-BRUNO,QC,CA,450-653-5683,GMT-05:00 America/Montreal,-73.38,45.51
Cousineau & Perras,Saint-Hubert,QC,CA,(514) 627-6603,GMT-05:00 America/Montreal,-73.43,45.5
Jean-Adam & St-Denis,Saint-Sauveur,QC,CA,450-227-5941,GMT-05:00 America/Montreal,-74.15,45.89
Bourque & Mi-Vallon,Sherbrooke,QC,CA,8198201540,GMT-05:00 America/Montreal,-71.98,45.38
Place Vertu,St Laurent,QC,CA,514-335-3620,GMT-05:00 America/Montreal,-73.7,45.5
4060 Cote-de-Liesse Road,Ville Mont-Royal,QC,CA,5147391782,GMT-05:00 America/Montreal,-73.66,45.51
Greene & Ste-Catherine,Westmount,QC,CA,514-932-6430,GMT-05:00 America/Montreal,-73.59,45.49
Moose Jaw,Moose Jaw,SK,CA,3069870583,GMT-06:00 America/Regina,-105.53,50.4
Safeway-Moose Jaw #395,Moose Jaw,SK,CA,13066938033,GMT-06:00 America/Regina,-105.54,50.39
Cornerstone SC-Prince Albert,Prince Albert,SK,CA,3069870314,GMT-06:00 America/Regina,-105.73,53.2
Safeway - Prince Albert #356,Prince Albert,SK,CA,13069221242,GMT-06:00 America/Regina,-105.76,53.19
Save On Foods Regina South,Regina,SK,CA,13065465739,GMT-06:00 America/Regina,-104.62,50.41
Safeway - Regina #367,Regina,SK,CA,13065438749,GMT-06:00 America/Regina,-104.62,50.48
Safeway - Regina #354,Regina,SK,CA,13065865140,GMT-06:00 America/Regina,-104.62,50.4
Safeway-Regina #397,Regina,SK,CA,306-949-7488,GMT-06:00 America/Regina,-104.64,50.48
Safeway - Regina #399,Regina,SK,CA,13067893191,GMT-06:00 America/Regina,-104.55,50.45
Safeway - Regina #301,Regina,SK,CA,306-522-5453,GMT-06:00 America/Regina,-104.62,50.45
Southland Chapters,Regina,SK,CA,306-569-9766,GMT-06:00 America/Regina,-104.62,50.4
Regina Center Crossing,REGINA,SK,CA,3065252005,GMT-06:00 America/Regina,-104.62,50.45
Hilton Doubletree Regina,Regina,SK,CA,3065257589,GMT-06:00 America/Regina,-104.61,50.45
Broadway Ave & 10 Street E,Saskatoon,SK,CA,306-651-7211,GMT-06:00 America/Regina,-106.66,52.12
2311A 8th St E,Saskatoon,SK,CA,306-955-7434,GMT-06:00 America/Regina,-106.62,52.12
2nd Ave & 22nd Street,Saskatoon,SK,CA,306-665-5558,GMT-06:00 America/Regina,-106.66,52.13
University of Saskatchewan Learning,Saskatoon,SK,CA,13069662456,GMT-06:00 America/Regina,-106.63,52.13
Safeway - Saskatoon #323,Saskatoon,SK,CA,13069348185,GMT-06:00 America/Regina,-106.64,52.17
Saskatoon International Airport,Saskatoon,SK,CA,13069751592,GMT-06:00 America/Regina,-106.69,52.17
Midtown,Saskatoon,SK,CA,306-955-6380,GMT-06:00 America/Regina,-106.67,52.13
Safeway-Saskatoon #312,Saskatoon,SK,CA,306-934-5060,GMT-06:00 America/Regina,-106.57,52.15
Lawson Heights,Saskatoon,SK,CA,306-955-5717,GMT-06:00 America/Regina,-106.64,52.17
Stonebridge Centre,Saskatoon,SK,CA,3069520260,GMT-06:00 America/Regina,-106.62,52.09
University Heights -,Saskatoon,SK,CA,306-382-6205,GMT-06:00 America/Regina,-106.57,52.15
Circle Dr & 8th Street E Indigo,Saskatoon,SK,CA,306-651-6993,GMT-06:00 America/Regina,-106.6,52.11
8th Street E & Louise Ave,Saskatoon,SK,CA,3063842302,GMT-06:00 America/Regina,-106.63,52.12
Sobeys Varsity Common,SASKATOON,SK,CA,,GMT-06:00 America/Regina,-106.63,52.11
Royal University Hospital,Saskatoon,SK,CA,13066556620,GMT-06:00 America/Regina,-106.64,52.13
Pharmasave - Swift Current #406,Swift Current,SK,CA,13067737261,GMT-06:00 America/Regina,-107.8,50.29
Weyburn Rubicon,Weyburn,SK,CA,13068483877,GMT-06:00 America/Regina,-103.85,49.66
Main St & 2nd Ave - Whitehorse,Whitehorse,YT,CA,(867) 633-4600,GMT-08:00 America/Vancouver,-135.05,60.72
Chilkoot Centre - Whitehorse,Whitehorse,YT,CA,867-456-4425,GMT-08:00 America/Vancouver,-135.07,60.73
Aarau,Aarau,AG,CH,41 62 822 48 48,GMT+1:00 Europe/Zurich,8.05,47.39
Baden Bahnhof,Baden,AG,CH,41562109889,GMT+1:00 Europe/Zurich,8.31,47.48
Shoppi Tivoli,Spreitenbach,AG,CH,41564012202,GMT+1:00 Europe/Zurich,8.37,47.42
Bubenbergplatz,Bern,BE,CH,41 31 381 47 00,GMT+1:00 Europe/Zurich,7.44,46.95
Waisenhausplatz,Bern,BE,CH,41 31 311 47 80,GMT+1:00 Europe/Zurich,7.44,46.95
RailCity Bern,Bern,BE,CH,41313112069,GMT+1:00 Europe/Zurich,7.44,46.95
Westside,Bern,BE,CH,41 31 991 66 11,GMT+1:00 Europe/Zurich,7.37,46.95
Biel/Bienne,Biel,BE,CH,41323225452,GMT+1:00 Europe/Zurich,7.25,47.14
Steinenvorstadt,Basel,BS,CH,41 61 271 24 77,GMT+1:00 Europe/Zurich,7.59,47.55
Einkaufszentrum Stucki,Basel,BS,CH,41 61 631 19 65,GMT+1:00 Europe/Berlin,7.6,47.58
Claraplatz,Basel,BS,CH,41 61 683 57 77,GMT+1:00 Europe/Berlin,7.59,47.56
Centralbahnplatz,Basel,BS,CH,41 61 271 39 33,GMT+1:00 Europe/Zurich,7.59,47.55
Freie Strasse,Basel,BS,CH,41 61 271 09 20,GMT+1:00 Europe/Zurich,7.59,47.56
Fribourg,Fribourg,FR,CH,41263214618,GMT+1:00 Europe/Zurich,7.16,46.81
Gare de Fribourg (CS),Fribourg,FR,CH,,GMT+1:00 Europe/Zurich,7.15,46.8
RailCity Geneve,Geneve,GE,CH,4.10E+11,GMT+1:00 Europe/Zurich,6.14,46.21
Cours de Rive,Geneve,GE,CH,41 22 700 56 19,GMT+1:00 Europe/Paris,6.15,46.2
Quai des Bergues,Geneve,GE,CH,41 22 732 43 62,GMT+1:00 Europe/Paris,6.15,46.21
Rue Cornavin,Geneve,GE,CH,41227311512,GMT+1:00 Europe/Zurich,6.14,46.21
Rond-Point de Plainpalais,Geneve,GE,CH,41 22 321 81 88,GMT+1:00 Europe/Paris,6.14,46.2
Rue du Mont-Blanc,Geneve,GE,CH,41 22 731 03 13,GMT+1:00 Europe/Zurich,6.14,46.21
Place Longemalle,Geneve,GE,CH,41223102358,GMT+1:00 Europe/Paris,6.15,46.2
Geneva Airport (Landside),Le Grand Saconnex,GE,CH,,GMT+1:00 Europe/Zurich,6.11,46.23
Pilatusstrasse,Luzern,LU,CH,41 41 210 29 20,GMT+1:00 Europe/Zurich,8.31,47.05
Rathausquai,Luzern,LU,CH,41 41 410 78 06,GMT+1:00 Europe/Zurich,8.31,47.05
Rapperswil,Rapperswil,SG,CH,41 55 210 36 45,GMT+1:00 Europe/Zurich,8.82,47.23
Bahnhof St. Gallen,St. Gallen,SG,CH,41712203530,GMT+1:00 Europe/Zurich,9.37,47.42
Shopping Arena,St. Gallen,SG,CH,41 71 260 13 12,GMT+1:00 Europe/Zurich,9.3,47.41
Bahnhof,St. Gallen,SG,CH,41712203530,GMT+1:00 Europe/Zurich,9.37,47.42
Marktgasse,St. Gallen,SG,CH,41 71 222 74 07,GMT+1:00 Europe/Zurich,9.38,47.43
St. Laurent,Lausanne,VD,CH,41 21 311 61 51,GMT+1:00 Europe/Zurich,6.63,46.52
Place de la Gare,Lausanne,VD,CH,41213120702,GMT+1:00 Europe/Zurich,6.63,46.52
St. Francois,Lausanne,VD,CH,41 21 320 70 20,GMT+1:00 Europe/Zurich,6.63,46.52
Vevey,Vevey,VD,CH,41 21 922 61 10,GMT+1:00 Europe/Zurich,6.84,46.46
Zug Bahnof,Zug,ZG,CH,41 41 710 26 16,GMT+1:00 Europe/Zurich,8.52,47.17
Metalli,Zug,ZG,CH,41 41 710 48 09,GMT+1:00 Europe/Zurich,8.52,47.17
Thalwil,Thalwil,ZH,CH,41 43 443 55 80,GMT+1:00 Europe/Zurich,8.56,47.3
Glattzentrum,Wallisellen,ZH,CH,41 43 233 07 11,GMT+1:00 Europe/Zurich,8.59,47.41
Winterthur - Station,Winterthur,ZH,CH,,GMT+1:00 Europe/Zurich,8.72,47.5
Marktgasse 61,Winterthur,ZH,CH,,GMT+1:00 Europe/Zurich,8.73,47.5
Limmatstrasse,Zurich,ZH,CH,41 44 271 06 30,GMT+1:00 Europe/Zurich,8.54,47.38
Zurich Central,Zurich,ZH,CH,41 44 261 36 80,GMT+1:00 Europe/Zurich,8.54,47.38
Orell Fussli Stadelhofen,Zurich,ZH,CH,41 43 243 70 43,GMT+1:00 Europe/Zurich,8.55,47.37
Bleicherweg,Zurich,ZH,CH,41 43 817 60 07,GMT+1:00 Europe/Zurich,8.54,47.37
Rennweg,Zurich,ZH,CH,41 43 497 26 40,GMT+1:00 Europe/Zurich,8.54,47.37
RailCity Zurich,Zurich,ZH,CH,41434972908,GMT+1:00 Europe/Zurich,8.54,47.38
Bahnhofplatz,Zurich,ZH,CH,41434973773,GMT+1:00 Europe/Zurich,8.54,47.38
Swissotel Oerlikon,Zurich,ZH,CH,41 44 310 29 75,GMT+1:00 Europe/Zurich,8.54,47.41
Sihlcity,Zurich,ZH,CH,41 43 222 45 30,GMT+1:00 Europe/Zurich,8.52,47.36
Tessinerplatz,Zurich,ZH,CH,41 43 344 58 44,GMT+1:00 Europe/Zurich,8.53,47.36
Europaallee,Zurich,ZH,CH,41432438959,GMT+1:00 Europe/Zurich,8.53,47.38
Orell Fussli Kramhof,Zurich,ZH,CH,41 43 3448707,GMT+1:00 Europe/Zurich,8.54,47.37
ZRH Zurich Airport Railway Shopping,Zurich,ZH,CH,41 43 819 44 04,GMT+1:00 Europe/Zurich,8.56,47.45
Max Bill-Platz,Zurich,ZH,CH,41 43 333 41 45,GMT+1:00 Europe/Zurich,8.54,47.41
Zurich Airport Gate A70,Zurich,ZH,CH,,GMT+1:00 Europe/Zurich,8.56,47.45
Stauffacher,Zurich,ZH,CH,41 43 243 89 19,GMT+1:00 Europe/Zurich,8.53,47.37
ZRH Zurich Airport Airside Center,Zurich,ZH,CH,41 43 818 97 40,GMT+1:00 Europe/Zurich,8.56,47.45
